Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1048297.56
Extraction Timestamp,20250728_085554
Monthly Income,"12,000.00"
Total Investment Amount,"1,501,519.02"
Total Investment Final Value,"5,439,150.31"
Total Investment Profit After Tax,"2,216,832.85"
Effective Annual Return After Tax,3.88%
Weighted Monthly Payment (30 years),"10,195.61"
Weighted Cost (should be ~0),-0.39
Weighted Investment Profit,"1,818,480.59"
Weighted Calculation Converged,Yes
